Flow ID,Source IP,Source Port,Destination IP,Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label,External IP
21909,1541,45356,2610,80,6,79,7744936,8,6,510.0,11632.0,510.0,0.0,63.75,180.3122292,5840.0,0.0,1938.666667,2550.37524,1567,1,595764.3077,1524833.673,4999578.0,4.0,2745358.0,392194.0,1036836.443,2743518.0,4.0,7744888.0,1548977.6,2266058.395,5001695.0,50.0,0,0,0,0,264,200,1.032933003,0.774699752,0.0,5840.0,809.4666667,1802.858756,3250299.695,0,0,0,1,0,0,0,0,0.0,867.2857143,63.75,1938.666667,0,0,0,0,0,0,8,510,6,11632,29200,235,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS GoldenEye,0.0
11150,1495,50500,2560,22,6,292,11394071,20,33,2008.0,2745.0,640.0,0.0,100.4,141.9141327,976.0,0.0,83.18181818,217.2857356,417,4,219116.75,592006.9796,2176468.0,4.0,9901809.0,521147.8421,887081.2761,2238970.0,673.0,11400000.0,356060.9375,725510.7403,2176468.0,4.0,0,0,0,0,648,1064,1.755298874,2.896243143,0.0,976.0,88.01851852,189.5902723,35944.47135,0,0,0,1,0,0,0,0,1.0,89.67924528,100.4,83.18181818,0,0,0,0,0,0,20,2008,33,2745,29200,247,16,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SSH-Patator,0.0
10106,1495,48392,2560,22,6,270,13013916,24,32,2008.0,2745.0,640.0,0.0,83.66666667,134.5286996,976.0,0.0,85.78125,220.240592,365,4,236616.6545,658160.6459,2471722.0,3.0,11100000.0,481890.6522,924039.722,2527194.0,501.0,13000000.0,419800.9355,836937.3884,2471722.0,3.0,0,0,0,0,776,1032,1.844179723,2.458906297,0.0,976.0,83.38596491,185.5048858,34412.06266,0,0,0,1,0,0,0,0,1.0,84.875,83.66666667,85.78125,0,0,0,0,0,0,24,2008,32,2745,29200,247,16,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SSH-Patator,0.0
99187,1345,6480,1920,8080,6,171,1024663,3,3,0.0,18.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,17,5,204932.6,279623.2643,514009.0,597.0,1024066.0,512033.0,3944.241625,514822.0,509244.0,1023884.0,511942.0,3767.46493,514606.0,509278.0,0,0,0,0,92,60,2.927791869,2.927791869,0.0,6.0,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1.0,3.0,0.0,6.0,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot,0.0
5307,845,59906,1601,80,6,28,5678483,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1892827.667,3277705.539,5677596.0,131.0,5678483.0,2839241.5,4014039.429,5677596.0,887.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,104,40,0.528310114,0.176103371,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Web Attack - XSS,0.0
23328,769,36053,1409,6699,6,112,44,1,1,2.0,6.0,2.0,2.0,2.0,0.0,6.0,6.0,6.0,0.0,181818,45454,44.0,0.0,44.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,24,20,22727.27273,22727.27273,2.0,6.0,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1.0,5.0,2.0,6.0,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan,0.0
13778,1495,55588,2560,21,6,473,243,2,1,14.0,0.0,14.0,0.0,7.0,9.899494937,0.0,0.0,0.0,0.0,57613,12345,121.5,99.70205615,192.0,51.0,243.0,243.0,0.0,243.0,243.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,64,20,8230.452675,4115.226337,0.0,14.0,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0.0,9.333333333,7.0,0.0,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FTP-Patator,0.0
19920,1541,41378,2610,80,6,78,2998578,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2998578.0,0.0,2998578.0,2998578.0,2998578.0,2998578.0,0.0,2998578.0,2998578.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,0,0.666982817,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,410,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS GoldenEye,0.0
12354,1495,52720,2560,21,6,452,9627701,9,15,116.0,188.0,28.0,0.0,12.88888889,10.81023178,34.0,0.0,12.53333333,14.54975045,31,2,418595.6957,1089067.882,3348694.0,3.0,6235128.0,779391.0,1442768.744,3243581.0,4.0,9627573.0,687683.7857,1344593.193,3348694.0,3.0,0,0,0,0,296,488,0.934802608,1.558004346,0.0,34.0,12.16,12.99576854,168.89,0,0,0,1,0,0,0,0,1.0,12.66666667,12.88888889,12.53333333,0,0,0,0,0,0,9,116,15,188,29200,227,6,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FTP-Patator,0.0
13503,1495,55030,2560,21,6,469,217,2,1,14.0,0.0,14.0,0.0,7.0,9.899494937,0.0,0.0,0.0,0.0,64516,13824,108.5,26.1629509,127.0,90.0,217.0,217.0,0.0,217.0,217.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,64,20,9216.589862,4608.294931,0.0,14.0,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0.0,9.333333333,7.0,0.0,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FTP-Patator,0.0
81583,706,55485,865,53,17,83,141,2,2,108.0,140.0,54.0,54.0,54.0,0.0,70.0,70.0,70.0,0.0,1758865,28368,47.0,76.21023553,135.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,40,40,14184.39716,14184.39716,54.0,70.0,60.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1.0,75.5,54.0,70.0,0,0,0,0,0,0,2,108,2,140,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0.0
11508,1495,51218,2560,22,6,299,12116949,21,32,2008.0,2745.0,640.0,0.0,95.61904762,140.0451628,976.0,0.0,85.78125,220.240592,392,4,233018.25,628921.7359,2436200.0,3.0,10100000.0,504539.5,892803.2257,2501532.0,302.0,12100000.0,390864.0645,780231.0518,2436200.0,3.0,0,0,0,0,680,1032,1.733109548,2.640928834,0.0,976.0,88.01851852,189.5902723,35944.47135,0,0,0,1,0,0,0,0,1.0,89.67924528,95.61904762,85.78125,0,0,0,0,0,0,21,2008,32,2745,29200,247,16,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SSH-Patator,0.0
43381,426,62155,867,80,6,32,94931,3,5,26.0,11601.0,20.0,0.0,8.666666667,10.26320288,7215.0,0.0,2320.2,2991.555649,122478,84,13561.57143,31113.1597,83526.0,4.0,10989.0,5494.5,7764.739564,10985.0,4.0,94851.0,23712.75,40207.34665,83526.0,61.0,0,0,0,0,72,112,31.60190033,52.66983388,0.0,7215.0,1291.888889,2441.667076,5961738.111,0,0,0,1,0,0,0,0,1.0,1453.375,8.666666667,2320.2,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS,0.0
4491,845,50320,1601,80,6,239,5103983,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1701327.667,2946254.225,5103369.0,127.0,5103983.0,2551991.5,3608192.663,5103369.0,614.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,104,40,0.587776252,0.195925417,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Web Attack - Brute Force,0.0
23760,1541,49058,2610,80,6,50,99413685,8,5,367.0,11595.0,367.0,0.0,45.875,129.7540943,8688.0,0.0,2319.0,3774.237539,120,0,8284473.75,28700000.0,99400000.0,1.0,99400000.0,14200000.0,37600000.0,99400000.0,1.0,29459.0,7364.75,8866.472706,18248.0,84.0,0,0,0,0,264,168,0.080471818,0.050294886,0.0,8688.0,854.4285714,2382.343633,5675561.187,0,0,0,0,1,0,0,0,0.0,920.1538462,45.875,2319.0,0,0,0,0,0,0,8,367,5,11595,274,235,1,32,970.0,0.0,970.0,970.0,99400000.0,0.0,99400000.0,99400000.0,DoS Hulk,0.0
23562,1335,52165,1920,8080,6,8,63096,4,3,207.0,134.0,195.0,0.0,51.75,95.54187564,128.0,0.0,44.66666667,72.23111056,5404,110,10516.0,24746.92297,61026.0,49.0,63096.0,21032.0,35873.53547,62454.0,49.0,61642.0,30821.0,42716.32065,61026.0,616.0,0,0,0,0,92,72,63.39546089,47.54659566,0.0,195.0,42.625,75.57576615,5711.696429,0,0,0,1,0,0,0,0,0.0,48.71428571,51.75,44.66666667,0,0,0,0,0,0,4,207,3,134,8192,237,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot,0.0
43067,426,61841,867,80,6,42,98977577,8,5,56.0,11601.0,20.0,0.0,7.0,5.656854249,4380.0,0.0,2320.2,2207.341206,117,0,8248131.417,25000000.0,86900000.0,3.0,99000000.0,14100000.0,32400000.0,86900000.0,3.0,29267.0,7316.75,9853.967606,21264.0,49.0,0,0,0,0,172,112,0.080826388,0.050516492,0.0,4380.0,833.0714286,1679.986285,2822353.918,0,0,0,0,1,0,0,0,0.0,897.1538462,7.0,2320.2,0,0,0,0,0,0,8,56,5,11601,256,229,6,20,6050.0,0.0,6050.0,6050.0,49500000.0,52900000.0,86900000.0,12000000.0,DDoS,0.0
96119,1344,2846,1920,8080,6,36,122807,4,3,210.0,134.0,198.0,0.0,52.5,97.04122835,128.0,0.0,44.66666667,72.23111056,2801,57,20467.83333,49177.98622,120850.0,12.0,122807.0,40935.66667,70324.7311,122139.0,48.0,121414.0,60707.0,85055.04628,120850.0,564.0,0,0,0,0,92,72,32.57143322,24.42857492,0.0,198.0,43.0,76.44232186,5843.428571,0,0,0,1,0,0,0,0,0.0,49.14285714,52.5,44.66666667,0,0,0,0,0,0,4,210,3,134,8192,237,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot,0.0
31989,1541,45022,2611,444,6,312,119302728,2685,1729,8299.0,7556917.0,517.0,0.0,3.090875233,16.85842056,17376.0,0.0,4370.686524,2566.935004,63411,36,27034.38205,174625.7584,5024984.0,0.0,119000000.0,44449.50857,222461.7159,5025702.0,0.0,119000000.0,69040.90509,273867.424,5024984.0,1.0,0,0,0,0,85928,55336,22.50577204,14.49254371,0.0,17376.0,1713.525708,2669.389319,7125639.337,0,0,0,1,0,0,0,0,0.0,1713.91391,3.090875233,4370.686524,0,0,0,0,0,0,2685,8299,1729,7556917,29200,235,118,32,2217.0,0.0,2217.0,2217.0,5024984.0,0.0,5024984.0,5024984.0,Heartbleed,0.0
17940,1541,37418,2610,80,6,55,85460294,10,7,359.0,11595.0,347.0,0.0,35.9,109.3378556,4344.0,0.0,1656.428571,1757.579003,139,0,5341268.375,21300000.0,85300000.0,2.0,85300000.0,9480401.333,28400000.0,85300000.0,2.0,149619.0,24936.5,54694.88785,136081.0,47.0,0,0,0,0,304,232,0.117013405,0.081909384,0.0,4344.0,664.1111111,1326.705113,1760146.458,0,0,0,0,1,0,0,0,0.0,703.1764706,35.9,1656.428571,0,0,0,0,0,0,10,359,7,11595,274,235,3,20,9079.0,0.0,9079.0,9079.0,85300000.0,0.0,85300000.0,85300000.0,DoS Hulk,0.0
31989,1541,45022,2611,444,6,320,119297996,2782,2089,9368.0,7882432.0,1448.0,0.0,3.36736161,30.50502966,17376.0,0.0,3773.303973,2372.06653,66151,40,24496.50842,153244.6799,995302.0,0.0,119000000.0,42897.49874,201057.4173,998229.0,0.0,119000000.0,57135.03448,230051.9919,995302.0,2.0,0,0,0,0,89024,66848,23.31975468,17.51077193,0.0,17376.0,1620.124795,2427.68666,5893662.519,0,0,0,0,1,0,0,0,0.0,1620.457401,3.36736161,3773.303973,0,0,0,0,0,0,2782,9368,2089,7882432,235,235,120,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Heartbleed,0.0
160526,2204,65139,2608,53,17,119,888,2,2,62.0,246.0,31.0,31.0,31.0,0.0,123.0,123.0,123.0,0.0,346846,4504,296.0,358.6767347,696.0,3.0,189.0,189.0,0.0,189.0,189.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,64,64,2252.252252,2252.252252,31.0,123.0,67.8,50.39047529,2539.2,0,0,0,0,0,0,0,0,1.0,84.75,31.0,123.0,0,0,0,0,0,0,2,62,2,246,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0.0
4335,845,48480,1601,80,6,206,5269996,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1756665.333,3041882.783,5269129.0,108.0,5269996.0,2634998.0,3725223.785,5269129.0,867.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,104,40,0.569260394,0.189753465,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Web Attack - Brute Force,0.0
15920,1541,33378,2610,80,6,19,20999696,2,1,12.0,0.0,12.0,0.0,6.0,8.485281374,0.0,0.0,0.0,0.0,0,0,10500000.0,14800000.0,21000000.0,55.0,21000000.0,21000000.0,0.0,21000000.0,21000000.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,64,32,0.095239474,0.047619737,0.0,12.0,6.0,6.92820323,48.0,0,1,0,0,1,0,0,0,0.0,8.0,6.0,0.0,0,0,0,0,0,0,2,12,1,0,229,235,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS Slowhttptest,0.0
26380,1541,54294,2610,80,6,498,28047362,4,3,239.0,0.0,231.0,0.0,59.75,114.2289368,0.0,0.0,0.0,0.0,8,0,4674560.333,11400000.0,28000000.0,17.0,28000000.0,9349104.0,16200000.0,28000000.0,181.0,28000000.0,14000000.0,19800000.0,28000000.0,704.0,0,0,0,0,136,104,0.142615908,0.106961931,0.0,231.0,29.875,81.31497402,6612.125,0,0,0,1,0,0,0,0,0.0,34.14285714,59.75,0.0,0,0,0,0,0,0,4,239,3,0,29200,235,2,32,721.0,0.0,721.0,721.0,28000000.0,0.0,28000000.0,28000000.0,DoS slowloris,0.0
21808,1541,45154,2610,80,6,79,11872818,5,5,421.0,3525.0,421.0,0.0,84.2,188.2769237,2077.0,0.0,705.0,990.6447396,332,0,1319202.0,2657142.373,6863297.0,4.0,6868717.0,1717179.25,3433587.85,6867561.0,4.0,11900000.0,2968194.5,3509478.335,6863297.0,99.0,0,0,0,0,168,168,0.421130013,0.421130013,0.0,2077.0,358.7272727,719.1895565,517233.6182,0,0,0,1,0,0,0,0,1.0,394.6,84.2,705.0,0,0,0,0,0,0,5,421,5,3525,29200,235,1,32,911.0,0.0,911.0,911.0,6863297.0,0.0,6863297.0,6863297.0,DoS GoldenEye,0.0
33123,426,51897,867,80,6,38,8098507,7,5,50.0,11607.0,20.0,0.0,7.142857143,6.094494002,7215.0,0.0,2321.4,3327.769794,1439,1,736227.9091,1863101.343,6075462.0,4.0,8016239.0,1336039.833,2447736.518,6075462.0,165.0,83027.0,20756.75,40847.23003,82025.0,4.0,0,0,0,0,152,112,0.86435685,0.61739775,0.0,7215.0,897.1538462,2250.514898,5064817.308,0,0,0,0,1,0,0,0,0.0,971.9166667,7.142857143,2321.4,0,0,0,0,0,0,7,50,5,11607,256,229,5,20,1940002.0,0.0,1940002.0,1940002.0,6075462.0,0.0,6075462.0,6075462.0,DDoS,0.0
